Befattning,Arbsektor,Tot_antal,Percentile,Andel,Lon
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_60,60,54500
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_61,61,55000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_62,62,55000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_63,63,55500
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_64,64,55910
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_65,65,56270
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_66,66,56720
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_67,67,57000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_68,68,57500
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_69,69,58000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_70,70,58287
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_71,71,58757
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_72,72,59200
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_73,73,59700
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_74,74,60000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_75,75,60150
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_76,76,60747
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_77,77,61170
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_78,78,61914
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_79,79,62400
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_80,80,63000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_81,81,63675
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_82,82,64362
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_83,83,65000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_84,84,65500
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_85,85,66000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_86,86,66879
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_87,87,67604
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_88,88,68500
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_89,89,69400
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_90,90,70000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_91,91,71050
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_92,92,72757
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_93,93,75000
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_94,94,76400
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_95,95,78500
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_96,96,81600
Enhetschef/gruppchef/ första linjens chef,Privat sektor,9948,Pct_97,97,85000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_3,3,32500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_4,4,33500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_5,5,34100
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_6,6,34900
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_7,7,35200
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_8,8,36000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_9,9,36300
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_10,10,36770
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_11,11,37000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_12,12,37400
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_13,13,37700
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_14,14,38000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_15,15,38173
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_16,16,38500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_17,17,38750
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_18,18,39000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_19,19,39200
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_20,20,39500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_21,21,39700
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_22,22,40000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_23,23,40000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_24,24,40200
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_25,25,40500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_26,26,40700
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_27,27,41000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_28,28,41000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_29,29,41200
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_30,30,41500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_31,31,41700
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_32,32,41900
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_33,33,42000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_34,34,42100
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_35,35,42365
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_36,36,42500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_37,37,42700
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_38,38,43000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_39,39,43000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_40,40,43100
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_41,41,43363
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_42,42,43500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_43,43,43700
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_44,44,44000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_45,45,44000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_46,46,44200
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_47,47,44400
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_48,48,44500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_49,49,44800
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_50,50,45000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_51,51,45000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_52,52,45100
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_53,53,45300
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_54,54,45500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_55,55,45800
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_56,56,46000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_57,57,46100
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_58,58,46400
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_59,59,46600
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_60,60,46830
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_61,61,47000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_62,62,47150
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_63,63,47400
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_64,64,47650
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_65,65,48000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_66,66,48000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_67,67,48390
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_68,68,48600
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_69,69,49000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_70,70,49100
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_71,71,49500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_72,72,50000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_73,73,50000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_74,74,50500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_75,75,51000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_76,76,51200
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_77,77,51600
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_78,78,52000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_79,79,52500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_80,80,53000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_81,81,53200
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_82,82,53750
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_83,83,54300
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_84,84,55000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_85,85,55400
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_86,86,56000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_87,87,56800
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_88,88,57500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_89,89,58000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_90,90,58900
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_91,91,59700
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_92,92,60200
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_93,93,61000
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_94,94,61900
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_95,95,62600
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_96,96,63500
Enhetschef/gruppchef/ första linjens chef,Offentlig sektor,9053,Pct_97,97,65000
