Utbildning,Arbsektor,Andel,Lön
Farmaceut,Privat,"0,866738895",51000-51999
Farmaceut,Privat,"0,59588299",52000-52999
Farmaceut,Privat,"0,650054171",53000-53999
Farmaceut,Privat,"0,487540628",54000-54999
Farmaceut,Privat,"0,541711809",55000-55999
Farmaceut,Privat,"0,487540628",56000-56999
Farmaceut,Privat,"0,216684724",57000-57999
Farmaceut,Privat,"0,162513543",58000-58999
Farmaceut,Privat,"0,216684724",59000-59999
Farmaceut,Privat,"0,487540628",60000-60999
Farmaceut,Privat,"0,108342362",61000-61999
Farmaceut,Privat,"0,325027086",62000-62999
Farmaceut,Privat,"0,487540628",63000-63999
Farmaceut,Privat,"0,216684724",64000-64999
Farmaceut,Privat,"0,216684724",65000-65999
Farmaceut,Privat,"0,216684724",66000-66999
Farmaceut,Privat,"0,379198267",67000-67999
Farmaceut,Privat,"0,487540628",69000-69999
Farmaceut,Privat,"0,270855905",70000-70999
Farmaceut,Privat,"0,216684724",71000-71999
Farmaceut,Privat,"0,162513543",72000-72999
Farmaceut,Privat,"0,270855905",73000-73999
Farmaceut,Privat,"0,162513543",74000-74999
Farmaceut,Privat,"3,087757313",>=75000
Farmaceut,Offentlig,"2,962962963",<29000
Farmaceut,Offentlig,"2,222222222",29000-29999
Farmaceut,Offentlig,"2,716049383",30000-30999
Farmaceut,Offentlig,"4,938271605",31000-31999
Farmaceut,Offentlig,"5,185185185",32000-32999
Farmaceut,Offentlig,"5,925925926",33000-33999
Farmaceut,Offentlig,"6,419753086",34000-34999
Farmaceut,Offentlig,"4,691358025",35000-35999
Farmaceut,Offentlig,"5,432098765",36000-36999
Farmaceut,Offentlig,"5,679012346",37000-37999
Farmaceut,Offentlig,"4,444444444",38000-38999
Farmaceut,Offentlig,"5,679012346",39000-39999
Farmaceut,Offentlig,"3,456790123",40000-40999
Farmaceut,Offentlig,"4,691358025",41000-41999
Farmaceut,Offentlig,"4,938271605",42000-42999
Farmaceut,Offentlig,"2,962962963",43000-43999
Farmaceut,Offentlig,"2,469135802",44000-44999
Farmaceut,Offentlig,"2,716049383",45000-45999
Farmaceut,Offentlig,"2,962962963",46000-46999
Farmaceut,Offentlig,"2,469135802",47000-47999
Farmaceut,Offentlig,"2,962962963",48000-48999
Farmaceut,Offentlig,"0,49382716",49000-49999
Farmaceut,Offentlig,"2,222222222",50000-50999
Farmaceut,Offentlig,"0,740740741",51000-51999
Farmaceut,Offentlig,"1,481481481",52000-52999
Farmaceut,Offentlig,"0,987654321",53000-53999
Farmaceut,Offentlig,"1,234567901",54000-54999
Farmaceut,Offentlig,"0,49382716",55000-55999
Farmaceut,Offentlig,"0,49382716",56000-56999
Farmaceut,Offentlig,"0,49382716",57000-57999
Farmaceut,Offentlig,"1,481481481",58000-58999
Farmaceut,Offentlig,"0,24691358",59000-59999
Farmaceut,Offentlig,"0,24691358",60000-60999
Farmaceut,Offentlig,"0,24691358",61000-61999
Farmaceut,Offentlig,"3,209876543",>=62000
Arkitekt,Privat,"2,280311457",<29000
Arkitekt,Privat,"1,223581758",29000-29999
Arkitekt,Privat,"5,172413793",30000-30999
Arkitekt,Privat,"4,282536151",31000-31999
Arkitekt,Privat,"5,394883204",32000-32999
Arkitekt,Privat,"4,393770857",33000-33999
Arkitekt,Privat,"4,282536151",34000-34999
Arkitekt,Privat,"5,506117909",35000-35999
Arkitekt,Privat,"4,449388209",36000-36999
Arkitekt,Privat,"5,172413793",37000-37999
Arkitekt,Privat,"6,117908788",38000-38999
Arkitekt,Privat,"4,226918799",39000-39999
Arkitekt,Privat,"5,228031146",40000-40999
Arkitekt,Privat,"3,893214683",41000-41999
Arkitekt,Privat,"4,004449388",42000-42999
Arkitekt,Privat,"3,726362625",43000-43999
Arkitekt,Privat,"3,170189099",44000-44999
Arkitekt,Privat,"4,226918799",45000-45999
Arkitekt,Privat,"2,55839822",46000-46999
Arkitekt,Privat,"3,392658509",47000-47999
Arkitekt,Privat,"2,280311457",48000-48999
Arkitekt,Privat,"1,946607341",49000-49999
Arkitekt,Privat,"2,057842047",50000-50999
Arkitekt,Privat,"1,334816463",51000-51999
Arkitekt,Privat,"1,612903226",52000-52999
Arkitekt,Privat,"1,001112347",53000-53999
Arkitekt,Privat,"0,611790879",54000-54999
Arkitekt,Privat,"0,556173526",55000-55999
Arkitekt,Privat,"0,834260289",56000-56999
Arkitekt,Privat,"0,611790879",57000-57999
Arkitekt,Privat,"0,611790879",58000-58999
Arkitekt,Privat,"0,834260289",59000-59999
Arkitekt,Privat,"3,003337041",>=60000
Arkitekt,Offentlig,"1,825557809",<30000
Arkitekt,Offentlig,"2,028397566",30000-30999
Arkitekt,Offentlig,"2,434077079",31000-31999
Arkitekt,Offentlig,"4,056795132",32000-32999
Arkitekt,Offentlig,"2,636916836",33000-33999
Arkitekt,Offentlig,"4,665314402",34000-34999
Arkitekt,Offentlig,"4,868154158",35000-35999
Arkitekt,Offentlig,"4,259634888",36000-36999
Arkitekt,Offentlig,"5,679513185",37000-37999
Arkitekt,Offentlig,"4,868154158",38000-38999
Arkitekt,Offentlig,"5,679513185",39000-39999
Arkitekt,Offentlig,"5,273833671",40000-40999
Arkitekt,Offentlig,"5,476673428",41000-41999
Arkitekt,Offentlig,"4,665314402",42000-42999
Arkitekt,Offentlig,"3,245436105",43000-43999
Arkitekt,Offentlig,"3,245436105",44000-44999
Arkitekt,Offentlig,"4,056795132",45000-45999
Arkitekt,Offentlig,"2,231237323",46000-46999
Arkitekt,Offentlig,"2,839756592",47000-47999
Arkitekt,Offentlig,"3,042596349",48000-48999
Arkitekt,Offentlig,"1,825557809",49000-49999
Arkitekt,Offentlig,"3,651115619",50000-50999
Arkitekt,Offentlig,"2,231237323",51000-51999
Arkitekt,Offentlig,"0,811359026",52000-52999
Arkitekt,Offentlig,"1,825557809",53000-53999
Arkitekt,Offentlig,"1,014198783",54000-54999
Arkitekt,Offentlig,"1,825557809",55000-55999
Arkitekt,Offentlig,"0,405679513",56000-56999
Arkitekt,Offentlig,"0,60851927",57000-57999
Arkitekt,Offentlig,"1,014198783",58000-58999
Arkitekt,Offentlig,"0,60851927",59000-59999
Arkitekt,Offentlig,"0,60851927",60000-60999
Arkitekt,Offentlig,"0,202839757",61000-61999
Arkitekt,Offentlig,"0,405679513",62000-62999
Arkitekt,Offentlig,"1,014198783",63000-63999
Arkitekt,Offentlig,"0,811359026",65000-65999
Arkitekt,Offentlig,"0,405679513",66000-66999
Arkitekt,Offentlig,"0,202839757",68000-68999
Arkitekt,Offentlig,"0,202839757",69000-69999
Arkitekt,Offentlig,"3,245436105",>=70000
Civilekonom/ekonom,Privat,"2,130805357",<26000
Civilekonom/ekonom,Privat,"0,913202296",26000-26999
Civilekonom/ekonom,Privat,"1,200208732",27000-27999
Civilekonom/ekonom,Privat,"1,41763785",28000-28999
Civilekonom/ekonom,Privat,"1,600278309",29000-29999
Civilekonom/ekonom,Privat,"1,965559228",30000-30999
Civilekonom/ekonom,Privat,"1,704644286",31000-31999
Civilekonom/ekonom,Privat,"1,89598191",32000-32999
Civilekonom/ekonom,Privat,"2,04383371",33000-33999
Civilekonom/ekonom,Privat,"2,035136545",34000-34999
Civilekonom/ekonom,Privat,"2,739606888",35000-35999
Civilekonom/ekonom,Privat,"2,174291181",36000-36999
Civilekonom/ekonom,Privat,"2,487389111",37000-37999
Civilekonom/ekonom,Privat,"2,643938076",38000-38999
Civilekonom/ekonom,Privat,"2,278657158",39000-39999
Civilekonom/ekonom,Privat,"3,139676465",40000-40999
Civilekonom/ekonom,Privat,"2,278657158",41000-41999
Civilekonom/ekonom,Privat,"2,870064359",42000-42999
Civilekonom/ekonom,Privat,"2,504783441",43000-43999
Civilekonom/ekonom,Privat,"2,52217777",44000-44999
Civilekonom/ekonom,Privat,"3,113584971",45000-45999
Civilekonom/ekonom,Privat,"2,513480605",46000-46999
Civilekonom/ekonom,Privat,"2,478691946",47000-47999
Civilekonom/ekonom,Privat,"2,383023134",48000-48999
Civilekonom/ekonom,Privat,"2,017742216",49000-49999
Civilekonom/ekonom,Privat,"2,826578535",50000-50999
Civilekonom/ekonom,Privat,"1,843798922",51000-51999
Civilekonom/ekonom,Privat,"1,956862063",52000-52999
Civilekonom/ekonom,Privat,"1,765524439",53000-53999
Civilekonom/ekonom,Privat,"1,443729344",54000-54999
Civilekonom/ekonom,Privat,"2,20907984",55000-55999
Civilekonom/ekonom,Privat,"1,530700991",56000-56999
Civilekonom/ekonom,Privat,"1,469820838",57000-57999
Civilekonom/ekonom,Privat,"1,339363368",58000-58999
Civilekonom/ekonom,Privat,"1,243694556",59000-59999
Civilekonom/ekonom,Privat,"1,930770569",60000-60999
Civilekonom/ekonom,Privat,"1,200208732",61000-61999
Civilekonom/ekonom,Privat,"1,095842755",62000-62999
Civilekonom/ekonom,Privat,"1,026265437",63000-63999
Civilekonom/ekonom,Privat,"1,10453992",64000-64999
Civilekonom/ekonom,Privat,"1,234997391",65000-65999
Civilekonom/ekonom,Privat,"0,965385284",66000-66999
Civilekonom/ekonom,Privat,"0,77404766",67000-67999
Civilekonom/ekonom,Privat,"0,861019308",68000-68999
Civilekonom/ekonom,Privat,"0,756653331",69000-69999
Civilekonom/ekonom,Privat,"1,313271873",70000-70999
Civilekonom/ekonom,Privat,"0,756653331",71000-71999
Civilekonom/ekonom,Privat,"0,582710037",72000-72999
Civilekonom/ekonom,Privat,"0,634893025",73000-73999
Civilekonom/ekonom,Privat,"0,487041225",74000-74999
Civilekonom/ekonom,Privat,"0,687076013",75000-75999
Civilekonom/ekonom,Privat,"0,521829883",76000-76999
Civilekonom/ekonom,Privat,"0,46094973",77000-77999
Civilekonom/ekonom,Privat,"0,547921378",78000-78999
Civilekonom/ekonom,Privat,"0,417463907",79000-79999
Civilekonom/ekonom,Privat,"9,958253609",>=80000
Civilekonom/ekonom,Offentlig,"1,817219478",<26000
Civilekonom/ekonom,Offentlig,"1,534932957",26000-26999
Civilekonom/ekonom,Offentlig,"1,993648553",27000-27999
Civilekonom/ekonom,Offentlig,"2,275935074",28000-28999
Civilekonom/ekonom,Offentlig,"2,66407904",29000-29999
Civilekonom/ekonom,Offentlig,"3,052223006",30000-30999
Civilekonom/ekonom,Offentlig,"3,563867325",31000-31999
Civilekonom/ekonom,Offentlig,"3,740296401",32000-32999
Civilekonom/ekonom,Offentlig,"3,616796048",33000-33999
Civilekonom/ekonom,Offentlig,"4,004940014",34000-34999
Civilekonom/ekonom,Offentlig,"4,375441073",35000-35999
Civilekonom/ekonom,Offentlig,"4,534227241",36000-36999
Civilekonom/ekonom,Offentlig,"4,375441073",37000-37999
Civilekonom/ekonom,Offentlig,"4,922371207",38000-38999
Civilekonom/ekonom,Offentlig,"3,475652788",39000-39999
Civilekonom/ekonom,Offentlig,"4,534227241",40000-40999
Civilekonom/ekonom,Offentlig,"3,510938603",41000-41999
Civilekonom/ekonom,Offentlig,"3,581510233",42000-42999
Civilekonom/ekonom,Offentlig,"3,105151729",43000-43999
Civilekonom/ekonom,Offentlig,"3,175723359",44000-44999
Civilekonom/ekonom,Offentlig,"3,158080452",45000-45999
Civilekonom/ekonom,Offentlig,"2,681721948",46000-46999
Civilekonom/ekonom,Offentlig,"2,046577276",47000-47999
Civilekonom/ekonom,Offentlig,"2,364149612",48000-48999
Civilekonom/ekonom,Offentlig,"1,852505293",49000-49999
Civilekonom/ekonom,Offentlig,"2,099505999",50000-50999
Civilekonom/ekonom,Offentlig,"1,552575865",51000-51999
Civilekonom/ekonom,Offentlig,"1,676076217",52000-52999
Civilekonom/ekonom,Offentlig,"1,111503176",53000-53999
Civilekonom/ekonom,Offentlig,"1,111503176",54000-54999
Civilekonom/ekonom,Offentlig,"1,340860974",55000-55999
Civilekonom/ekonom,Offentlig,"1,111503176",56000-56999
Civilekonom/ekonom,Offentlig,"0,9350741",57000-57999
Civilekonom/ekonom,Offentlig,"0,705716302",58000-58999
Civilekonom/ekonom,Offentlig,"0,758645025",59000-59999
Civilekonom/ekonom,Offentlig,"0,846859562",60000-60999
Civilekonom/ekonom,Offentlig,"0,458715596",61000-61999
Civilekonom/ekonom,Offentlig,"0,599858857",62000-62999
Civilekonom/ekonom,Offentlig,"0,458715596",63000-63999
Civilekonom/ekonom,Offentlig,"0,247000706",64000-64999
Civilekonom/ekonom,Offentlig,"0,546930134",65000-65999
Civilekonom/ekonom,Offentlig,"0,211714891",66000-66999
Civilekonom/ekonom,Offentlig,"0,299929428",67000-67999
Civilekonom/ekonom,Offentlig,"0,388143966",68000-68999
Civilekonom/ekonom,Offentlig,"0,423429781",69000-69999
Civilekonom/ekonom,Offentlig,"3,158080452",>=70000
Arbetsterapeut,Privat,"3,087478559",< 25000
Arbetsterapeut,Privat,"4,974271012",25000-25999
Arbetsterapeut,Privat,"7,718696398",26000-26999
Arbetsterapeut,Privat,"9,777015437",27000-27999
Arbetsterapeut,Privat,"9,433962264",28000-28999
Arbetsterapeut,Privat,"12,69296741",29000-29999
Arbetsterapeut,Privat,"12,69296741",30000-30999
Arbetsterapeut,Privat,"8,576329331",31000-31999
Arbetsterapeut,Privat,"8,233276158",32000-32999
Arbetsterapeut,Privat,"5,660377358",33000-33999
Arbetsterapeut,Privat,"3,087478559",34000-34999
Arbetsterapeut,Privat,"3,773584906",35000-35999
Arbetsterapeut,Privat,"1,54373928",36000-36999
Arbetsterapeut,Privat,"1,715265866",37000-37999
Arbetsterapeut,Privat,"1,02915952",38000-38999
Arbetsterapeut,Privat,"0,857632933",39000-39999
Arbetsterapeut,Privat,"1,200686106",40000-40999
Arbetsterapeut,Privat,"0,686106346",41000-41999
Arbetsterapeut,Privat,"3,259005146",>=42000
Arbetsterapeut,Offentlig,"5,194805195",< 25000
Arbetsterapeut,Offentlig,"6,11990749",25000-25999
Arbetsterapeut,Offentlig,"8,023483366",26000-26999
Arbetsterapeut,Offentlig,"11,06564668",27000-27999
Arbetsterapeut,Offentlig,"13,32503113",28000-28999
Arbetsterapeut,Offentlig,"14,10781",29000-29999
Arbetsterapeut,Offentlig,"11,68831169",30000-30999
Arbetsterapeut,Offentlig,"8,770681373",31000-31999
Arbetsterapeut,Offentlig,"5,906422345",32000-32999
Arbetsterapeut,Offentlig,"3,433552749",33000-33999
Arbetsterapeut,Offentlig,"2,206013165",34000-34999
Arbetsterapeut,Offentlig,"1,654509874",35000-35999
Arbetsterapeut,Offentlig,"1,352072585",36000-36999
Arbetsterapeut,Offentlig,"0,925102295",37000-37999
Arbetsterapeut,Offentlig,"0,889521437",38000-38999
Arbetsterapeut,Offentlig,"0,85394058",39000-39999
Arbetsterapeut,Offentlig,"0,836150151",40000-40999
Arbetsterapeut,Offentlig,"0,498132005",41000-41999
Arbetsterapeut,Offentlig,"3,148905889",>=42000
Jurist,Privat,"2,242314647",<27000
Jurist,Privat,"1,374321881",27000-27999
Jurist,Privat,"1,555153707",28000-28999
Jurist,Privat,"1,808318264",29000-29999
Jurist,Privat,"2,784810127",30000-30999
Jurist,Privat,"2,133815552",31000-31999
Jurist,Privat,"2,386980108",32000-32999
Jurist,Privat,"2,386980108",33000-33999
Jurist,Privat,"2,350813743",34000-34999
Jurist,Privat,"3,037974684",35000-35999
Jurist,Privat,"2,169981917",36000-36999
Jurist,Privat,"2,53164557",37000-37999
Jurist,Privat,"2,929475588",38000-38999
Jurist,Privat,"2,242314647",39000-39999
Jurist,Privat,"2,893309222",40000-40999
Jurist,Privat,"1,446654611",41000-41999
Jurist,Privat,"1,952983725",42000-42999
Jurist,Privat,"1,952983725",43000-43999
Jurist,Privat,"1,880650995",44000-44999
Jurist,Privat,"2,676311031",45000-45999
Jurist,Privat,"1,627486438",46000-46999
Jurist,Privat,"2,314647378",47000-47999
Jurist,Privat,"1,808318264",48000-48999
Jurist,Privat,"1,627486438",49000-49999
Jurist,Privat,"2,495479204",50000-50999
Jurist,Privat,"1,555153707",51000-51999
Jurist,Privat,"1,591320072",52000-52999
Jurist,Privat,"1,591320072",53000-53999
Jurist,Privat,"1,699819168",54000-54999
Jurist,Privat,"2,133815552",55000-55999
Jurist,Privat,"1,410488246",56000-56999
Jurist,Privat,"1,410488246",57000-57999
Jurist,Privat,"1,048824593",58000-58999
Jurist,Privat,"1,084990958",59000-59999
Jurist,Privat,"1,880650995",60000-60999
Jurist,Privat,"1,265822785",61000-61999
Jurist,Privat,"0,976491863",62000-62999
Jurist,Privat,"1,265822785",63000-63999
Jurist,Privat,"0,795660036",64000-64999
Jurist,Privat,"1,663652803",65000-65999
Jurist,Privat,"1,121157324",66000-66999
Jurist,Privat,"0,976491863",67000-67999
Jurist,Privat,"0,795660036",68000-68999
Jurist,Privat,"0,940325497",69000-69999
Jurist,Privat,"1,735985533",70000-70999
Jurist,Privat,"0,867992767",71000-71999
Jurist,Privat,"0,831826401",72000-72999
Jurist,Privat,"0,831826401",73000-73999
Jurist,Privat,"0,433996383",74000-74999
Jurist,Privat,"1,084990958",75000-75999
Jurist,Privat,"0,68716094",76000-76999
Jurist,Privat,"1,157323689",77000-77999
Jurist,Privat,"0,61482821",78000-78999
Jurist,Privat,"0,289330922",79000-79999
Jurist,Privat,"11,64556962",>=80000
Jurist,Offentlig,"2,971216342",<26000
Jurist,Offentlig,"2,116991643",26000-26999
Jurist,Offentlig,"4,95821727",27000-27999
Jurist,Offentlig,"3,082636955",28000-28999
Jurist,Offentlig,"2,52553389",29000-29999
Jurist,Offentlig,"2,488393686",30000-30999
Jurist,Offentlig,"4,011142061",31000-31999
Jurist,Offentlig,"2,934076137",32000-32999
Jurist,Offentlig,"2,989786444",33000-33999
Jurist,Offentlig,"2,95264624",34000-34999
Jurist,Offentlig,"2,971216342",35000-35999
Jurist,Offentlig,"3,862581244",36000-36999
Jurist,Offentlig,"3,064066852",37000-37999
Jurist,Offentlig,"3,491179201",38000-38999
Jurist,Offentlig,"2,971216342",39000-39999
Jurist,Offentlig,"2,618384401",40000-40999
Jurist,Offentlig,"2,748375116",41000-41999
Jurist,Offentlig,"2,52553389",42000-42999
Jurist,Offentlig,"3,008356546",43000-43999
Jurist,Offentlig,"2,766945218",44000-44999
Jurist,Offentlig,"3,026926648",45000-45999
Jurist,Offentlig,"2,52553389",46000-46999
Jurist,Offentlig,"2,228412256",47000-47999
Jurist,Offentlig,"1,949860724",48000-48999
Jurist,Offentlig,"1,615598886",49000-49999
Jurist,Offentlig,"1,559888579",50000-50999
Jurist,Offentlig,"1,337047354",51000-51999
Jurist,Offentlig,"1,03992572",52000-52999
Jurist,Offentlig,"1,188486537",53000-53999
Jurist,Offentlig,"1,114206128",54000-54999
Jurist,Offentlig,"1,03992572",55000-55999
Jurist,Offentlig,"0,891364903",56000-56999
Jurist,Offentlig,"1,058495822",57000-57999
Jurist,Offentlig,"1,262766945",58000-58999
Jurist,Offentlig,"1,299907149",59000-59999
Jurist,Offentlig,"2,005571031",60000-60999
Jurist,Offentlig,"1,578458682",61000-61999
Jurist,Offentlig,"1,634168988",62000-62999
Jurist,Offentlig,"1,355617456",63000-63999
Jurist,Offentlig,"0,8727948",64000-64999
Jurist,Offentlig,"0,631383473",65000-65999
Jurist,Offentlig,"0,61281337",66000-66999
Jurist,Offentlig,"0,557103064",67000-67999
Jurist,Offentlig,"0,464252553",68000-68999
Jurist,Offentlig,"0,352831941",69000-69999
Jurist,Offentlig,"0,61281337",70000-70999
Jurist,Offentlig,"0,501392758",71000-71999
Jurist,Offentlig,"0,482822656",72000-72999
Jurist,Offentlig,"0,25998143",73000-73999
Jurist,Offentlig,"0,278551532",74000-74999
Jurist,Offentlig,"0,185701021",75000-75999
Jurist,Offentlig,"0,25998143",76000-76999
Jurist,Offentlig,"3,156917363",>=77000
Psykolog,Privat,"2,755267423",<27000
Psykolog,Privat,"0,810372771",27000-27999
Psykolog,Privat,"2,593192869",28000-28999
Psykolog,Privat,"2,593192869",29000-29999
Psykolog,Privat,"1,944894652",30000-30999
Psykolog,Privat,"0,972447326",31000-31999
Psykolog,Privat,"2,755267423",32000-32999
Psykolog,Privat,"3,079416532",33000-33999
Psykolog,Privat,"5,6726094",34000-34999
Psykolog,Privat,"6,482982172",35000-35999
Psykolog,Privat,"11,02106969",36000-36999
Psykolog,Privat,"11,66936791",37000-37999
Psykolog,Privat,"8,589951378",38000-38999
Psykolog,Privat,"6,80713128",39000-39999
Psykolog,Privat,"7,293354943",40000-40999
Psykolog,Privat,"5,186385737",41000-41999
Psykolog,Privat,"5,348460292",42000-42999
Psykolog,Privat,"2,593192869",43000-43999
Psykolog,Privat,"0,648298217",44000-44999
Psykolog,Privat,"2,431118314",45000-45999
Psykolog,Privat,"1,620745543",46000-46999
Psykolog,Privat,"0,972447326",47000-47999
Psykolog,Privat,"1,296596434",48000-48999
Psykolog,Privat,"0,162074554",49000-49999
Psykolog,Privat,"0,648298217",50000-50999
Psykolog,Privat,"0,162074554",51000-51999
Psykolog,Privat,"0,486223663",52000-52999
Psykolog,Privat,"0,324149109",53000-53999
Psykolog,Privat,"3,079416532",>=54000
Psykolog,Offentlig,"1,897256276",<26000
Psykolog,Offentlig,"2,772913018",26000-26999
Psykolog,Offentlig,"1,430239346",27000-27999
Psykolog,Offentlig,"1,546993579",28000-28999
Psykolog,Offentlig,"2,422650321",29000-29999
Psykolog,Offentlig,"2,335084647",30000-30999
Psykolog,Offentlig,"2,918855809",31000-31999
Psykolog,Offentlig,"5,166374781",32000-32999
Psykolog,Offentlig,"5,750145943",33000-33999
Psykolog,Offentlig,"7,676590776",34000-34999
Psykolog,Offentlig,"8,552247519",35000-35999
Psykolog,Offentlig,"8,260361938",36000-36999
Psykolog,Offentlig,"7,910099241",37000-37999
Psykolog,Offentlig,"8,08523059",38000-38999
Psykolog,Offentlig,"6,450671337",39000-39999
Psykolog,Offentlig,"6,392294221",40000-40999
Psykolog,Offentlig,"4,845300642",41000-41999
Psykolog,Offentlig,"3,940455342",42000-42999
Psykolog,Offentlig,"2,276707531",43000-43999
Psykolog,Offentlig,"1,634559253",44000-44999
Psykolog,Offentlig,"1,634559253",45000-45999
Psykolog,Offentlig,"1,138353765",46000-46999
Psykolog,Offentlig,"0,700525394",47000-47999
Psykolog,Offentlig,"0,875656743",48000-48999
Psykolog,Offentlig,"3,385872738",>=49000
Civilingenjör,Privat,"2,959936217",<30000
Civilingenjör,Privat,"2,023121387",30000-30999
Civilingenjör,Privat,"2,005680686",31000-31999
Civilingenjör,Privat,"2,065477377",32000-32999
Civilingenjör,Privat,"2,302172613",33000-33999
Civilingenjör,Privat,"2,359477776",34000-34999
Civilingenjör,Privat,"2,723240981",35000-35999
Civilingenjör,Privat,"2,700817221",36000-36999
Civilingenjör,Privat,"2,793003787",37000-37999
Civilingenjör,Privat,"3,059597369",38000-38999
Civilingenjör,Privat,"2,800478374",39000-39999
Civilingenjör,Privat,"3,443292804",40000-40999
