percentile,profession,publicprivate,income
3,Civilekonom/ekonom,public,27200
4,Civilekonom/ekonom,public,27800
5,Civilekonom/ekonom,public,28200
6,Civilekonom/ekonom,public,28800
7,Civilekonom/ekonom,public,29300
8,Civilekonom/ekonom,public,29700
9,Civilekonom/ekonom,public,30000
10,Civilekonom/ekonom,public,30600
11,Civilekonom/ekonom,public,31000
12,Civilekonom/ekonom,public,31400
13,Civilekonom/ekonom,public,31800
14,Civilekonom/ekonom,public,32000
15,Civilekonom/ekonom,public,32300
16,Civilekonom/ekonom,public,32700
17,Civilekonom/ekonom,public,33000
18,Civilekonom/ekonom,public,33200
19,Civilekonom/ekonom,public,33445
20,Civilekonom/ekonom,public,33800
21,Civilekonom/ekonom,public,34000
22,Civilekonom/ekonom,public,34200
23,Civilekonom/ekonom,public,34550
24,Civilekonom/ekonom,public,34900
25,Civilekonom/ekonom,public,35000
26,Civilekonom/ekonom,public,35200
27,Civilekonom/ekonom,public,35500
28,Civilekonom/ekonom,public,35800
29,Civilekonom/ekonom,public,36000
30,Civilekonom/ekonom,public,36250
31,Civilekonom/ekonom,public,36500
32,Civilekonom/ekonom,public,36900
33,Civilekonom/ekonom,public,37000
34,Civilekonom/ekonom,public,37400
35,Civilekonom/ekonom,public,37500
36,Civilekonom/ekonom,public,37800
37,Civilekonom/ekonom,public,38000
38,Civilekonom/ekonom,public,38100
39,Civilekonom/ekonom,public,38400
40,Civilekonom/ekonom,public,38600
41,Civilekonom/ekonom,public,38900
42,Civilekonom/ekonom,public,39000
43,Civilekonom/ekonom,public,39200
44,Civilekonom/ekonom,public,39500
45,Civilekonom/ekonom,public,39750
46,Civilekonom/ekonom,public,40000
48,Civilekonom/ekonom,public,40300
49,Civilekonom/ekonom,public,40600
50,Civilekonom/ekonom,public,40900
51,Civilekonom/ekonom,public,41000
52,Civilekonom/ekonom,public,41400
53,Civilekonom/ekonom,public,41700
54,Civilekonom/ekonom,public,41950
55,Civilekonom/ekonom,public,42018
56,Civilekonom/ekonom,public,42300
57,Civilekonom/ekonom,public,42650
58,Civilekonom/ekonom,public,43000
59,Civilekonom/ekonom,public,43200
60,Civilekonom/ekonom,public,43500
61,Civilekonom/ekonom,public,43900
62,Civilekonom/ekonom,public,44000
63,Civilekonom/ekonom,public,44350
64,Civilekonom/ekonom,public,44700
65,Civilekonom/ekonom,public,45000
66,Civilekonom/ekonom,public,45200
67,Civilekonom/ekonom,public,45600
68,Civilekonom/ekonom,public,46000
69,Civilekonom/ekonom,public,46300
70,Civilekonom/ekonom,public,46700
71,Civilekonom/ekonom,public,47100
72,Civilekonom/ekonom,public,47500
73,Civilekonom/ekonom,public,48000
74,Civilekonom/ekonom,public,48300
75,Civilekonom/ekonom,public,49000
76,Civilekonom/ekonom,public,49300
77,Civilekonom/ekonom,public,49800
78,Civilekonom/ekonom,public,50000
79,Civilekonom/ekonom,public,50500
80,Civilekonom/ekonom,public,51000
81,Civilekonom/ekonom,public,51500
82,Civilekonom/ekonom,public,52000
83,Civilekonom/ekonom,public,52500
84,Civilekonom/ekonom,public,53180
85,Civilekonom/ekonom,public,53950
86,Civilekonom/ekonom,public,54500
87,Civilekonom/ekonom,public,55000
88,Civilekonom/ekonom,public,56000
89,Civilekonom/ekonom,public,57000
90,Civilekonom/ekonom,public,58000
91,Civilekonom/ekonom,public,59200
92,Civilekonom/ekonom,public,60424
93,Civilekonom/ekonom,public,61900
94,Civilekonom/ekonom,public,63250
95,Civilekonom/ekonom,public,66000
96,Civilekonom/ekonom,public,68800
97,Civilekonom/ekonom,public,72000
