"Utbildning","Arbsektor","Percentile","Andel","Lon"
"Beteendevetare","Privat","Pct_3",3,26000
"Beteendevetare","Privat","Pct_4",4,27000
"Beteendevetare","Privat","Pct_5",5,27125
"Beteendevetare","Privat","Pct_6",6,27500
"Beteendevetare","Privat","Pct_7",7,27780
"Beteendevetare","Privat","Pct_8",8,28200
"Beteendevetare","Privat","Pct_9",9,28500
"Beteendevetare","Privat","Pct_10",10,28575
"Beteendevetare","Privat","Pct_11",11,29000
"Beteendevetare","Privat","Pct_12",12,29300
"Beteendevetare","Privat","Pct_13",13,29450
"Beteendevetare","Privat","Pct_14",14,29600
"Beteendevetare","Privat","Pct_15",15,30000
"Beteendevetare","Privat","Pct_16",16,30000
"Beteendevetare","Privat","Pct_17",17,30200
"Beteendevetare","Privat","Pct_18",18,30460
"Beteendevetare","Privat","Pct_19",19,30570
"Beteendevetare","Privat","Pct_20",20,31000
"Beteendevetare","Privat","Pct_21",21,31000
"Beteendevetare","Privat","Pct_22",22,31000
"Beteendevetare","Privat","Pct_23",23,31500
"Beteendevetare","Privat","Pct_24",24,31600
"Beteendevetare","Privat","Pct_25",25,32000
"Beteendevetare","Privat","Pct_26",26,32000
"Beteendevetare","Privat","Pct_27",27,32300
"Beteendevetare","Privat","Pct_28",28,32500
"Beteendevetare","Privat","Pct_29",29,32590
"Beteendevetare","Privat","Pct_30",30,32900
"Beteendevetare","Privat","Pct_31",31,33000
"Beteendevetare","Privat","Pct_32",32,33200
"Beteendevetare","Privat","Pct_33",33,33400
"Beteendevetare","Privat","Pct_34",34,33600
"Beteendevetare","Privat","Pct_35",35,33621
"Beteendevetare","Privat","Pct_36",36,33800
"Beteendevetare","Privat","Pct_37",37,33900
"Beteendevetare","Privat","Pct_38",38,34000
"Beteendevetare","Privat","Pct_39",39,34000
"Beteendevetare","Privat","Pct_40",40,34282
"Beteendevetare","Privat","Pct_41",41,34500
"Beteendevetare","Privat","Pct_42",42,34850
"Beteendevetare","Privat","Pct_43",43,35000
"Beteendevetare","Privat","Pct_44",44,35300
"Beteendevetare","Privat","Pct_45",45,35500
"Beteendevetare","Privat","Pct_46",46,35750
"Beteendevetare","Privat","Pct_47",47,36000
"Beteendevetare","Privat","Pct_48",48,36000
"Beteendevetare","Privat","Pct_49",49,36430
"Beteendevetare","Privat","Pct_50",50,36532
"Beteendevetare","Privat","Pct_51",51,36680
"Beteendevetare","Privat","Pct_52",52,36960
"Beteendevetare","Privat","Pct_53",53,37000
"Beteendevetare","Privat","Pct_54",54,37100
"Beteendevetare","Privat","Pct_55",55,37430
"Beteendevetare","Privat","Pct_56",56,37518
"Beteendevetare","Privat","Pct_57",57,37700
"Beteendevetare","Privat","Pct_58",58,37821
"Beteendevetare","Privat","Pct_59",59,37900
"Beteendevetare","Privat","Pct_60",60,38000
"Beteendevetare","Privat","Pct_61",61,38300
"Beteendevetare","Privat","Pct_62",62,38500
"Beteendevetare","Privat","Pct_63",63,39000
"Beteendevetare","Privat","Pct_64",64,39500
"Beteendevetare","Privat","Pct_65",65,40000
"Beteendevetare","Privat","Pct_66",66,40000
"Beteendevetare","Privat","Pct_67",67,40200
"Beteendevetare","Privat","Pct_68",68,40500
"Beteendevetare","Privat","Pct_69",69,40800
"Beteendevetare","Privat","Pct_70",70,41000
"Beteendevetare","Privat","Pct_71",71,42000
"Beteendevetare","Privat","Pct_72",72,42000
"Beteendevetare","Privat","Pct_73",73,42400
"Beteendevetare","Privat","Pct_74",74,42600
